Youtuber,subscribers,video views,uploads,Country,channel_type,lowest_yearly_earnings,earnings_midpoint,highest_yearly_earnings
AzzyLand,13300000,6412313570.0,1749,Canada,Entertainment,16200.0,137400.0,258600.0
HUBAï¿½ï¿½,13200000,9884886099.0,538,United States,Entertainment,958900.0,8129450.0,15300000.0
BIBO ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,13200000,1148422000.0,192,Russia,Entertainment,26300.0,223600.0,420900.0
Brawl Stars,13200000,2036408398.0,172,Finland,Games,61100.0,519400.0,977700.0
Ei Nerd,13200000,3568392223.0,0,Unknown,Games,0.0,0.0,0.0
Sonotek Bhakti,13200000,3789736218.0,8019,India,Music,76000.0,638000.0,1200000.0
Vilmei,13200000,4205664894.0,1324,Indonesia,People,792900.0,6746450.0,12700000.0
MC Divertida,13200000,5224764969.0,413,Brazil,Entertainment,193600.0,1646800.0,3100000.0
The Infographics Show,13200000,5263540904.0,4279,United States,Education,155500.0,1327750.0,2500000.0
jbalvinVEVO,13200000,20743586601.0,237,Colombia,Music,258800.0,2179400.0,4100000.0
ýýýýýýTwinsFromRussia,13200000,9378175604.0,6888,United States,People,358200.0,3029100.0,5700000.0
Technology Gyan,13200000,1138262456.0,1022,India,Tech,55600.0,472250.0,888900.0
CookingShooking Hindi,13200000,1758603195.0,393,India,Howto,34500.0,293000.0,551500.0
Ryan Trahan,13100000,2182651464.0,33,United States,People,0.74,6.37,12.0
Alex Gonzaga Official,13100000,1401914513.0,287,Philippines,People,32500.0,276600.0,520700.0
WiederDude,13100000,2733682792.0,289,United States,Games,170700.0,1435350.0,2700000.0
Ian Boggs,13100000,9110348202.0,1327,Unknown,Entertainment,987900.0,8393950.0,15800000.0
Lokdhun Punjabi,13100000,4712624489.0,1262,India,Music,103300.0,901650.0,1700000.0
Knowledge Tv ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,13100000,1936582704.0,7,Unknown,People,0.01,0.055,0.1
Painzeiro,13100000,2555801802.0,1077,Brazil,People,132000.0,1116000.0,2100000.0
Peppa Pig em Portuguï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,13100000,4214172991.0,1365,Brazil,Film,82000.0,691000.0,1300000.0
ýýýýýýýýýýýýýýý Ms Yeah,13100000,4399833602.0,435,United States,Howto,182000.0,1541000.0,2900000.0
Hungria Hip Hop,13100000,4608751851.0,73,Brazil,Music,144700.0,1222350.0,2300000.0
RaptorGamer,13100000,2879263916.0,1444,Ecuador,Games,188700.0,1594350.0,3000000.0
RedeTV,13100000,5333569294.0,36760,Brazil,Entertainment,52800.0,448500.0,844200.0
twenty one pilots,13100000,5264039679.0,194,United States,Music,152800.0,1276400.0,2400000.0
DJ Khaled,13100000,6637820731.0,12,Samoa,Music,1.0,9.5,18.0
Davie504,13000000,2683297849.0,838,Italy,Entertainment,89600.0,744800.0,1400000.0
Everson Zoio,13000000,1024467771.0,625,Brazil,Entertainment,9200.0,77850.0,146500.0
Calon Sarjana,13000000,10664585.0,29,Indonesia,Entertainment,0.0,0.0,0.0
Lofi Girl,13000000,1698279553.0,409,France,Music,91400.0,795700.0,1500000.0
Jomy Production,13000000,5057163256.0,8,India,,0.01,0.055,0.1
GH'S,13000000,8739174649.0,510,South Korea,Games,3200000.0,27550000.0,51900000.0
JesseAndMike,13000000,9999238237.0,716,United States,Entertainment,123300.0,1061650.0,2000000.0
Wolfoo Channel,13000000,301547793.0,22,Pakistan,People,2.0,15.0,28.0
Susy Mouriz,13000000,6270909026.0,1299,Mexico,Entertainment,1100000.0,9400000.0,17700000.0
7 Minutoz,13000000,4349562794.0,521,Brazil,Music,88600.0,744300.0,1400000.0
The LaBrant Fam,13000000,4637474071.0,612,United States,People,0.0,0.0,0.0
Pastor Antï¿½ï¿½ï¿½ï¿½ï,12900000,2112274210.0,4712,Brazil,People,95400.0,797700.0,1500000.0
Matheus Yurley,12900000,140022442.0,69,Brazil,Entertainment,443.0,3771.5,7100.0
gymvirtual,12900000,2509752944.0,1572,Spain,Sports,36000.0,305850.0,575700.0
BIBOï¿½ï¿½ï¿½ï¿½ï,12900000,3178222797.0,193,South Korea,Entertainment,12000.0,102050.0,192100.0
Top Viral Talent,12900000,3643698504.0,1598,United States,Entertainment,88100.0,744050.0,1400000.0
Akon,12900000,6300933122.0,39,United States,Music,273700.0,2336850.0,4400000.0
AlArabiya ï¿½ï¿½ï¿½ï¿½ï¿,12900000,7520379951.0,169304,United Arab Emirates,News,240700.0,2070350.0,3900000.0
Rauw Alejandro,12900000,11504090820.0,168,Unknown,Music,616600.0,5258300.0,9900000.0
EnriqueIglesiasVEVO,12900000,15446707595.0,137,United States,Music,227300.0,1913650.0,3600000.0
ýýýýýýýý ýýýý ýýýýýýýýýýýýýý,12900000,5585085130.0,1255,Ukraine,Entertainment,213400.0,1806700.0,3400000.0
The Shiny Peanut,12900000,2848466522.0,2337,Indonesia,Entertainment,2500.0,21350.0,40200.0
Talking Angela,12800000,3632438963.0,233,United Kingdom,Film,83900.0,691950.0,1300000.0
Melon City Show - ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,12800000,5863456698.0,1727,Iraq,Comedy,106000.0,903000.0,1700000.0
Duo Tiempo De Sol,12800000,6662288136.0,323,Spain,Education,162000.0,1381000.0,2600000.0
Troom Troom India,12800000,6804072897.0,2385,Unknown,Howto,51800.0,440400.0,829000.0
MrSuicideSheep,12800000,6970899521.0,3483,Canada,Entertainment,54400.0,462000.0,869600.0
Adam W,12800000,9502983550.0,681,United States,Comedy,686900.0,5843450.0,11000000.0
Right to Shiksha,12800000,7876740921.0,2044,India,Education,641200.0,5470600.0,10300000.0
Beyoncï¿½ï¿½,12800000,14185611472.0,168,United States,Music,268700.0,2284350.0,4300000.0
FACT FIRE KING,12700000,1159290255.0,782,India,Games,153900.0,1326950.0,2500000.0
Ian Lucas,12700000,1450874545.0,50,Unknown,Entertainment,0.0,0.0,0.0
Franco Escamilla,12700000,4266957149.0,2483,Mexico,Comedy,232400.0,1966200.0,3700000.0
Adexe & Nau,12700000,4579773883.0,594,Spain,Music,30200.0,257100.0,484000.0
Diana and Roma IND,12700000,5567832210.0,534,United States,Entertainment,139800.0,1169900.0,2200000.0
Jass Records,12700000,5958994201.0,1,Unknown,Music,0.0,0.025,0.05
Future,12700000,9927699419.0,119,United States,Film,1400.0,12050.0,22700.0
YoungBoy Never Broke Again,12700000,13174393401.0,142,United States,Music,509900.0,4354950.0,8200000.0
Blossom,12700000,4733873025.0,812,United States,Howto,131600.0,1115800.0,2100000.0
#Refï¿½ï¿½ï¿½ï¿½,12700000,2709954270.0,846,Unknown,Entertainment,20800.0,177000.0,333200.0
Piuzinho,12700000,1081285962.0,504,Brazil,Games,10900.0,92300.0,173700.0
Heidi y Zidane,12700000,6001189018.0,600,United States,People,48400.0,411000.0,773600.0
Go Ami Go!,12700000,1714955279.0,252,Colombia,People,982800.0,8341400.0,15700000.0
Morgz,12600000,3303595310.0,825,United Kingdom,Entertainment,176500.0,1488250.0,2800000.0
CaseyNeistat,12600000,3152402405.0,1101,United States,People,17900.0,151800.0,285700.0
ýýýýýýýýýSULGI,12600000,3485373675.0,683,South Korea,People,339400.0,2869700.0,5400000.0
NickiMinajAtVEVO,12600000,8831179714.0,99,United States,Music,105100.0,902550.0,1700000.0
Ellie Goulding,12600000,6969178081.0,218,United Kingdom,Music,110000.0,955000.0,1800000.0
colinfurze,12500000,1612094871.0,385,United Kingdom,Entertainment,25400.0,216300.0,407200.0
People Vs Food,12500000,1136534702.0,601,United States,Entertainment,46000.0,391150.0,736300.0
Wolfoo Family,12500000,161254021.0,61,United States,Film,0.0,0.0,0.0
Ja Mill,12500000,1302818088.0,0,Unknown,,0.0,0.0,0.0
Health Time,12500000,1002219689.0,1810,India,People,4200.0,35550.0,66900.0
Yair17,12500000,1402042328.0,1109,Mexico,Games,26600.0,226150.0,425700.0
Little Baby Bum en Espaï¿½ï,12500000,6956320454.0,1459,Spain,Education,49000.0,416150.0,783300.0
First We Feast,12500000,2983799729.0,1076,United States,Entertainment,333800.0,2816900.0,5300000.0
Mï¿½ï¿½ï¿½ï¿½,12500000,3140883140.0,766,Mexico,Entertainment,93000.0,796500.0,1500000.0
Bebefinn - Nursery Rhymes & Kids Songs,12500000,4163639093.0,322,United States,Entertainment,0.0,0.0,0.0
Troom Troom PT,12500000,4384177908.0,2738,Unknown,Howto,40500.0,344300.0,648100.0
Parafernalha,12500000,4625777945.0,1888,Brazil,Entertainment,21500.0,182550.0,343600.0
NDTV,12500000,4935793409.0,151136,India,News,175600.0,1487800.0,2800000.0
elcarteldesantatv,12500000,7489455451.0,377,Mexico,Entertainment,347600.0,2973800.0,5600000.0
Family Fitness,12500000,10384848759.0,1699,India,Entertainment,707100.0,6003550.0,11300000.0
Zee Tamil,12500000,11552190002.0,102699,India,Entertainment,1000000.0,8900000.0,16800000.0
Flowers Comedy,12500000,11691081301.0,11907,India,Entertainment,540100.0,4570050.0,8600000.0
Mundo Bita,12500000,16690788752.0,253,Brazil,Music,641100.0,5470550.0,10300000.0
Wave Music Bhakti,12500000,5146004207.0,19899,India,Music,33200.0,282500.0,531800.0
Troom Troom Indonesia,12500000,5379684248.0,8,Unknown,People,0.0,0.025,0.05
CKM,12500000,4465772496.0,117,India,Comedy,39400.0,335100.0,630800.0
Quantum Tech HD,12500000,4340213066.0,223,Pakistan,,26.0,222.5,419.0
_vector_,12400000,7597013023.0,398,United States,Comedy,2700000.0,23050000.0,43400000.0
DEV Ke Facts,12400000,1971226335.0,218,India,Education,821000.0,6960500.0,13100000.0
Hero Movies 2023,12400000,1689090619.0,689,Unknown,People,65500.0,532750.0,1000000.0
LOUD,12400000,2394143260.0,690,United States,Entertainment,83.0,691.5,1300.0
Gibby :),12400000,2862685032.0,226,Mexico,People,30800.0,262050.0,493300.0
Gustavo Parï¿½ï¿½,12400000,2602614088.0,9,Brazil,Comedy,0.0,0.0,0.0
SAAIHALILINTAR,12400000,1113066203.0,409,Indonesia,Entertainment,2400.0,20550.0,38700.0
Timba Vk,12400000,2840137980.0,1024,Spain,Games,72100.0,636050.0,1200000.0
Heidi and Zidane HZHtube,12400000,4021409291.0,813,Canada,Entertainment,28800.0,244700.0,460600.0
DaniRep | +6 Vï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,12400000,6933660906.0,12419,Spain,Games,247900.0,2123950.0,4000000.0
Zee Kids,12400000,7683670251.0,1212,India,Entertainment,285500.0,2442750.0,4600000.0
Pari's Lifestyle,12400000,7741764747.0,459,India,People,114500.0,957250.0,1800000.0
DisneyChannelUK,12400000,12607488647.0,4422,United Kingdom,Entertainment,104300.0,902150.0,1700000.0
MoniLina,12400000,16086808918.0,0,United States,People,0.0,0.0,0.0
bharatzkitchen HINDI,12400000,2315226648.0,729,India,Howto,92900.0,796450.0,1500000.0
TKOR,12400000,3392022527.0,0,Unknown,People,0.0,0.0,0.0
ANNA KOVA,12400000,13959586308.0,1,Unknown,Film,0.01,0.055,0.1
Avril Lavigne,12400000,6202090191.0,205,United States,Music,150600.0,1275300.0,2400000.0
Caylus,12400000,4779139505.0,1340,United States,Games,532800.0,4516400.0,8500000.0
Migos ATL,12400000,6993406259.0,99,United States,Entertainment,148200.0,1274100.0,2400000.0
Natan por Aï¿,12300000,9029609749.0,1200,Brazil,Entertainment,1700000.0,14100000.0,26500000.0
Free Fire India Official,12300000,1674409945.0,1500,India,Games,194200.0,1647100.0,3100000.0
Panda,12300000,2214684303.0,2452,United Kingdom,Games,201.0,1700.5,3200.0
RobTopGames,12300000,374123483.0,39,Sweden,Games,11600.0,98700.0,185800.0
Make Joke Of,12300000,2129773714.0,62,India,Comedy,72000.0,636000.0,1200000.0
